Módulo,Tecnología,API,Propósito
Dashboard de administración,Data Studio (Looker Studio) y Google Sheets,Service accouns de google para habilitar los clientes de Google Earth Engine y Google Sheets,Visualizar los resultados de los pronósticos de los modelos lineales y subnacional
