datetime,GID_1,electricidad_departamento
2012-01-01,SLV_1,16.9583781682689
2012-04-01,SLV_1,16.95046548459004
2012-07-01,SLV_1,16.91730222730247
2012-10-01,SLV_1,16.9556393216797
2013-01-01,SLV_1,16.98765991994596
2013-04-01,SLV_1,17.0009553320401
2013-07-01,SLV_1,16.95613437280248
2013-10-01,SLV_1,16.96555359467436
2014-01-01,SLV_1,16.98104409342448
2014-04-01,SLV_1,17.04370684684632
2014-07-01,SLV_1,17.00914340158706
2014-10-01,SLV_1,16.99792315092287
2015-01-01,SLV_1,17.02438960635272
2015-04-01,SLV_1,17.08545578147724
2015-07-01,SLV_1,17.07308158100387
2015-10-01,SLV_1,17.06628848245547
2016-01-01,SLV_1,17.08339801733268
2016-04-01,SLV_1,17.16325555397266
2016-07-01,SLV_1,17.10358736540948
2016-10-01,SLV_1,17.11079231955628
2017-01-01,SLV_1,17.12370945635821
2017-04-01,SLV_1,17.14546264691372
2017-07-01,SLV_1,17.11387729263203
2017-10-01,SLV_1,17.1293200404885
2018-01-01,SLV_1,17.14835649381061
2018-04-01,SLV_1,17.18158926445291
2018-07-01,SLV_1,17.16287535062415
2018-10-01,SLV_1,17.16562226052744
2019-01-01,SLV_1,17.18648753421043
2019-04-01,SLV_1,17.23023997721597
2019-07-01,SLV_1,17.22957434660698
2019-10-01,SLV_1,17.21123014251975
2020-01-01,SLV_1,17.25370144137187
2020-04-01,SLV_1,17.25782756569002
2020-07-01,SLV_1,17.22140684047979
2020-10-01,SLV_1,17.24688183615384
2021-01-01,SLV_1,17.27620690161569
2021-04-01,SLV_1,17.3333116962065
2021-07-01,SLV_1,17.31336924443196
2021-10-01,SLV_1,17.32002435834086
2022-01-01,SLV_1,17.34552023191698
2022-04-01,SLV_1,17.38299100890284
2022-07-01,SLV_1,17.34056310902644
2022-10-01,SLV_1,17.35222271932944
2023-01-01,SLV_1,17.37494152703119
2023-04-01,SLV_1,17.45256194235539
2023-07-01,SLV_1,17.45270032255754
2023-10-01,SLV_1,17.43351193756932
2024-01-01,SLV_1,17.45274286166995
2024-04-01,SLV_1,17.56160390726793
2024-07-01,SLV_1,17.50522555741297
2024-10-01,SLV_1,17.49322260986157
2025-01-01,SLV_1,17.52831369448338
2025-04-01,SLV_1,17.69064611920077
2025-07-01,SLV_1,17.5649531418864
2012-01-01,SLV_10,20.03784059191299
2012-04-01,SLV_10,20.0512517650428
2012-07-01,SLV_10,20.05892600284126
2012-10-01,SLV_10,20.07363154850416
2013-01-01,SLV_10,20.03321523387781
2013-04-01,SLV_10,20.08572500806972
2013-07-01,SLV_10,20.079056930349
2013-10-01,SLV_10,20.08511702542512
2014-01-01,SLV_10,20.0482383484589
2014-04-01,SLV_10,20.10133189657341
2014-07-01,SLV_10,20.10987723047942
2014-10-01,SLV_10,20.06529816762186
2015-01-01,SLV_10,20.05276321144049
2015-04-01,SLV_10,20.1340044495374
2015-07-01,SLV_10,20.15455784281776
2015-10-01,SLV_10,20.11856253687285
2016-01-01,SLV_10,20.08243298157062
2016-04-01,SLV_10,20.16394439777614
2016-07-01,SLV_10,20.14631566061301
2016-10-01,SLV_10,20.14457243883782
2017-01-01,SLV_10,20.10703513238143
2017-04-01,SLV_10,20.13619124931309
2017-07-01,SLV_10,20.15065784802418
2017-10-01,SLV_10,20.10640928036174
2018-01-01,SLV_10,20.05597614119602
2018-04-01,SLV_10,20.09814530196347
2018-07-01,SLV_10,20.10285484942559
2018-10-01,SLV_10,20.0634029554843
2019-01-01,SLV_10,20.04337542606986
2019-04-01,SLV_10,20.08758547590449
2019-07-01,SLV_10,20.08421247062104
2019-10-01,SLV_10,20.05605565616194
2020-01-01,SLV_10,20.05107593019427
2020-04-01,SLV_10,19.88647213617602
2020-07-01,SLV_10,19.95550882253969
2020-10-01,SLV_10,20.01855961288451
2021-01-01,SLV_10,20.01014778976324
2021-04-01,SLV_10,20.0812515549713
2021-07-01,SLV_10,20.06792293985745
2021-10-01,SLV_10,20.05137982134241
2022-01-01,SLV_10,20.00561199545651
2022-04-01,SLV_10,20.06368547824171
2022-07-01,SLV_10,20.05131022348256
2022-10-01,SLV_10,20.05375825531836
2023-01-01,SLV_10,20.0406913871126
2023-04-01,SLV_10,20.11352328515416
2023-07-01,SLV_10,20.1244608826203
2023-10-01,SLV_10,20.1026526011731
2024-01-01,SLV_10,20.07575730507705
2024-04-01,SLV_10,20.1696963093292
2024-07-01,SLV_10,20.12932532613169
2024-10-01,SLV_10,20.12284848009723
2025-01-01,SLV_10,20.09380872182478
2025-04-01,SLV_10,20.16788678891266
2025-07-01,SLV_10,20.14446396236665
2012-01-01,SLV_11,16.69767841458875
2012-04-01,SLV_11,16.66627549359885
2012-07-01,SLV_11,16.63059031250553
2012-10-01,SLV_11,16.75226501987155
2013-01-01,SLV_11,16.68774683147559
2013-04-01,SLV_11,16.72094872043002
2013-07-01,SLV_11,16.69639384289561
2013-10-01,SLV_11,16.69962722629134
2014-01-01,SLV_11,16.74244158292047
2014-04-01,SLV_11,16.72781985161475
2014-07-01,SLV_11,16.73641523518947
2014-10-01,SLV_11,16.6819344670591
2015-01-01,SLV_11,16.71232911220739
2015-04-01,SLV_11,16.77837148107199
2015-07-01,SLV_11,16.79482372317052
2015-10-01,SLV_11,16.79020436740024
2016-01-01,SLV_11,16.77458752138291
2016-04-01,SLV_11,16.82299267346781
2016-07-01,SLV_11,16.78513916611095
2016-10-01,SLV_11,16.77881634846272
2017-01-01,SLV_11,16.766842494966
2017-04-01,SLV_11,16.80232355779297
2017-07-01,SLV_11,16.81873744362026
2017-10-01,SLV_11,16.79923123121814
2018-01-01,SLV_11,16.80371956760385
2018-04-01,SLV_11,16.83503650652676
2018-07-01,SLV_11,16.82978184510453
2018-10-01,SLV_11,16.78102561691587
2019-01-01,SLV_11,16.84289678206317
2019-04-01,SLV_11,16.87254131188808
2019-07-01,SLV_11,16.87033703389889
2019-10-01,SLV_11,16.84083411138775
2020-01-01,SLV_11,16.88819950875598
2020-04-01,SLV_11,16.88608570499442
2020-07-01,SLV_11,16.85155996405716
2020-10-01,SLV_11,16.86206672768071
2021-01-01,SLV_11,16.90429557204097
2021-04-01,SLV_11,16.96227925436303
2021-07-01,SLV_11,16.93166619665718
2021-10-01,SLV_11,16.92729915548792
2022-01-01,SLV_11,16.92116370925003
2022-04-01,SLV_11,16.96310840032405
2022-07-01,SLV_11,16.95252969712849
2022-10-01,SLV_11,16.9495526296073
2023-01-01,SLV_11,17.01655912984714
2023-04-01,SLV_11,17.07750367023945
