datetime,GID_1,gdp_ppp_departamento
2012-01-01,SLV_1,21.26082318381751
2012-04-01,SLV_1,21.2798687257
2012-07-01,SLV_1,21.28570984703511
2012-10-01,SLV_1,21.29599390062356
2013-01-01,SLV_1,21.28627795094507
2013-04-01,SLV_1,21.30986095488486
2013-07-01,SLV_1,21.33419363609192
2013-10-01,SLV_1,21.34648506964036
2014-01-01,SLV_1,21.36355810308845
2014-04-01,SLV_1,21.37748519898392
2014-07-01,SLV_1,21.38302056080339
2014-10-01,SLV_1,21.39060499954118
2015-01-01,SLV_1,21.42255893017038
2015-04-01,SLV_1,21.41959582580702
2015-07-01,SLV_1,21.44023107664369
2015-10-01,SLV_1,21.44528252215484
2016-01-01,SLV_1,21.439664136775
2016-04-01,SLV_1,21.47452972499613
2016-07-01,SLV_1,21.47598072327267
2016-10-01,SLV_1,21.48421379282597
2017-01-01,SLV_1,21.48355244917773
2017-04-01,SLV_1,21.50181771024217
2017-07-01,SLV_1,21.5103239253783
2017-10-01,SLV_1,21.52755100566823
2018-01-01,SLV_1,21.53605832786176
2018-04-01,SLV_1,21.55375190338875
2018-07-01,SLV_1,21.56511165576311
2018-10-01,SLV_1,21.57378732938341
2019-01-01,SLV_1,21.5885678291317
2019-04-01,SLV_1,21.6006365730142
2019-07-01,SLV_1,21.61151891198307
2019-10-01,SLV_1,21.61575299567929
2020-01-01,SLV_1,21.5896073810812
2020-04-01,SLV_1,21.37994514810553
2020-07-01,SLV_1,21.52364355021489
2020-10-01,SLV_1,21.60020590212667
2021-01-01,SLV_1,21.63816680285919
2021-04-01,SLV_1,21.65628560094968
2021-07-01,SLV_1,21.66649632010954
2021-10-01,SLV_1,21.67626323779756
2022-01-01,SLV_1,21.68476856717083
2022-04-01,SLV_1,21.68524606406978
2022-07-01,SLV_1,21.69000321971358
2022-10-01,SLV_1,21.68861453945207
2023-01-01,SLV_1,
2023-04-01,SLV_1,
2023-07-01,SLV_1,
2023-10-01,SLV_1,
2024-01-01,SLV_1,
2024-04-01,SLV_1,
2024-07-01,SLV_1,
2024-10-01,SLV_1,
2025-01-01,SLV_1,
2025-04-01,SLV_1,
2025-07-01,SLV_1,
2012-01-01,SLV_10,23.59649559897736
2012-04-01,SLV_10,23.60556369208826
2012-07-01,SLV_10,23.60835531728918
2012-10-01,SLV_10,23.61785968823154
2013-01-01,SLV_10,23.61587519613819
2013-04-01,SLV_10,23.63356595970935
2013-07-01,SLV_10,23.64707534825521
2013-10-01,SLV_10,23.64687396090462
2014-01-01,SLV_10,23.64562298255975
2014-04-01,SLV_10,23.64459542824709
2014-07-01,SLV_10,23.63951905339661
2014-10-01,SLV_10,23.63857992702212
2015-01-01,SLV_10,23.65987048067654
2015-04-01,SLV_10,23.65374312205794
2015-07-01,SLV_10,23.66756163605346
2015-10-01,SLV_10,23.66940975929584
2016-01-01,SLV_10,23.66319454206874
2016-04-01,SLV_10,23.68997225556187
2016-07-01,SLV_10,23.68883734325779
2016-10-01,SLV_10,23.69296581226083
2017-01-01,SLV_10,23.68930743456638
2017-04-01,SLV_10,23.69946380208554
2017-07-01,SLV_10,23.69944176767447
2017-10-01,SLV_10,23.70490412154463
2018-01-01,SLV_10,23.70093945597084
2018-04-01,SLV_10,23.70449745797248
2018-07-01,SLV_10,23.70201374718752
2018-10-01,SLV_10,23.69656476147312
2019-01-01,SLV_10,23.69614107659831
2019-04-01,SLV_10,23.6969733787974
2019-07-01,SLV_10,23.70040179076005
2019-10-01,SLV_10,23.70121305911195
2020-01-01,SLV_10,23.67698293985341
2020-04-01,SLV_10,23.4783140796404
2020-07-01,SLV_10,23.60766112931682
2020-10-01,SLV_10,23.67280912523563
2021-01-01,SLV_10,23.69949536389273
2021-04-01,SLV_10,23.71010759822736
2021-07-01,SLV_10,23.71578802719075
2021-10-01,SLV_10,23.72369699793638
2022-01-01,SLV_10,23.73296957289936
2022-04-01,SLV_10,23.73408572463275
2022-07-01,SLV_10,23.7390955778741
2022-10-01,SLV_10,23.7378050035152
2023-01-01,SLV_10,
2023-04-01,SLV_10,
2023-07-01,SLV_10,
2023-10-01,SLV_10,
2024-01-01,SLV_10,
2024-04-01,SLV_10,
2024-07-01,SLV_10,
2024-10-01,SLV_10,
2025-01-01,SLV_10,
2025-04-01,SLV_10,
2025-07-01,SLV_10,
2012-01-01,SLV_11,20.65121412884285
2012-04-01,SLV_11,20.66125955777146
2012-07-01,SLV_11,20.66300984212232
2012-10-01,SLV_11,20.67265465757083
2013-01-01,SLV_11,20.66750211602047
2013-04-01,SLV_11,20.68928000156167
2013-07-01,SLV_11,20.7080835623148
2013-10-01,SLV_11,20.71213013832059
2014-01-01,SLV_11,20.71714730934024
2014-04-01,SLV_11,20.72074829513888
2014-07-01,SLV_11,20.71775001957015
2014-10-01,SLV_11,20.71812871049911
2015-01-01,SLV_11,20.74380597972234
2015-04-01,SLV_11,20.73845681293452
2015-07-01,SLV_11,20.75934996177424
2015-10-01,SLV_11,20.76790175060873
2016-01-01,SLV_11,20.76897600666911
2016-04-01,SLV_11,20.80684982206294
2016-07-01,SLV_11,20.80982092842892
2016-10-01,SLV_11,20.81699845594406
2017-01-01,SLV_11,20.81320795159487
2017-04-01,SLV_11,20.82740377288525
2017-07-01,SLV_11,20.83169527069697
2017-10-01,SLV_11,20.84416787200668
2018-01-01,SLV_11,20.84769058229001
2018-04-01,SLV_11,20.86049341545289
2018-07-01,SLV_11,20.86719154505468
2018-10-01,SLV_11,20.8713581260637
2019-01-01,SLV_11,20.88181774905449
2019-04-01,SLV_11,20.89025948085135
2019-07-01,SLV_11,20.89818487965259
2019-10-01,SLV_11,20.90001084454728
2020-01-01,SLV_11,20.87148724660607
2020-04-01,SLV_11,20.65373650222456
2020-07-01,SLV_11,20.79729830990012
2020-10-01,SLV_11,20.87147163282721
2021-01-01,SLV_11,20.90543036950878
2021-04-01,SLV_11,20.92061856986182
2021-07-01,SLV_11,20.92918994746369
2021-10-01,SLV_11,20.93882650506907
2022-01-01,SLV_11,20.94863542612164
2022-04-01,SLV_11,20.94994626283119
2022-07-01,SLV_11,20.95554246899788
2022-10-01,SLV_11,20.95461462654648
2023-01-01,SLV_11,
2023-04-01,SLV_11,
2023-07-01,SLV_11,
2023-10-01,SLV_11,
2024-01-01,SLV_11,
2024-04-01,SLV_11,
2024-07-01,SLV_11,
2024-10-01,SLV_11,
2025-01-01,SLV_11,
2025-04-01,SLV_11,
2025-07-01,SLV_11,
2012-01-01,SLV_12,22.07526573492013
2012-04-01,SLV_12,22.08633133944124
2012-07-01,SLV_12,22.08990846242807
2012-10-01,SLV_12,22.10072412343606
2013-01-01,SLV_12,22.09822483017923
2013-04-01,SLV_12,22.12101711273811
2013-07-01,SLV_12,22.14199032624127
2013-10-01,SLV_12,22.15054998444733
2014-01-01,SLV_12,22.16090835102879
2014-04-01,SLV_12,22.1638195189033
2014-07-01,SLV_12,22.15467872048261
2014-10-01,SLV_12,22.14225584803576
2015-01-01,SLV_12,22.14674359240564
2015-04-01,SLV_12,22.12746322562284
2015-07-01,SLV_12,22.13790603394788
2015-10-01,SLV_12,22.14169501246186
2016-01-01,SLV_12,22.14326519258096
2016-04-01,SLV_12,22.17960246882186
2016-07-01,SLV_12,22.18208898504411
2016-10-01,SLV_12,22.18820066410111
2017-01-01,SLV_12,22.18337682804618
2017-04-01,SLV_12,22.19648837321723
2017-07-01,SLV_12,22.20072216309713
2017-10-01,SLV_12,22.21345908752757
2018-01-01,SLV_12,22.21822025161596
2018-04-01,SLV_12,22.23039011113335
2018-07-01,SLV_12,22.23523138048359
2018-10-01,SLV_12,22.23618688785583
2019-01-01,SLV_12,22.24179807850732
2019-04-01,SLV_12,22.24740656854996
2019-07-01,SLV_12,22.25441905415481
2019-10-01,SLV_12,22.25735594054211
2020-01-01,SLV_12,22.23270036702265
2020-04-01,SLV_12,22.02392998878608
2020-07-01,SLV_12,22.16166391831101
2020-10-01,SLV_12,22.23108663881636
2021-01-01,SLV_12,22.26003390712057
2021-04-01,SLV_12,22.27217109835717
2021-07-01,SLV_12,22.27918831087708
2021-10-01,SLV_12,22.28855752951945
2022-01-01,SLV_12,22.29936768738457
2022-04-01,SLV_12,22.30154631573219
2022-07-01,SLV_12,22.30762287661179
2022-10-01,SLV_12,22.30702444237936
2023-01-01,SLV_12,
2023-04-01,SLV_12,
2023-07-01,SLV_12,
2023-10-01,SLV_12,
2024-01-01,SLV_12,
2024-04-01,SLV_12,
2024-07-01,SLV_12,
2024-10-01,SLV_12,
2025-01-01,SLV_12,
2025-04-01,SLV_12,
2025-07-01,SLV_12,
2012-01-01,SLV_13,21.7931878318144
2012-04-01,SLV_13,21.80462093423026
2012-07-01,SLV_13,21.80759908060016
2012-10-01,SLV_13,21.81871134994937
2013-01-01,SLV_13,21.81474993978587
2013-04-01,SLV_13,21.83972622475435
2013-07-01,SLV_13,21.86297398585351
2013-10-01,SLV_13,21.87256386081413
2014-01-01,SLV_13,21.8844505013269
2014-04-01,SLV_13,21.89360664499235
2014-07-01,SLV_13,21.89495349191217
2014-10-01,SLV_13,21.8984394376625
2015-01-01,SLV_13,21.92567094445408
2015-04-01,SLV_13,21.92048673720923
2015-07-01,SLV_13,21.93945543071627
2015-10-01,SLV_13,21.94454857942425
2016-01-01,SLV_13,21.94051311657621
2016-04-01,SLV_13,21.97516723165168
2016-07-01,SLV_13,21.97686663826987
2016-10-01,SLV_13,21.98460590062722
2017-01-01,SLV_13,21.98318574132345
2017-04-01,SLV_13,21.99918558523032
2017-07-01,SLV_13,22.00477329676229
2017-10-01,SLV_13,22.01798267402907
2018-01-01,SLV_13,22.02178183849824
2018-04-01,SLV_13,22.03496145457494
2018-07-01,SLV_13,22.04222166009719
2018-10-01,SLV_13,22.04711624558794
2019-01-01,SLV_13,22.05840066516628
2019-04-01,SLV_13,22.06906941214514
2019-07-01,SLV_13,22.08057234560045
2019-10-01,SLV_13,22.08739034790542
2020-01-01,SLV_13,22.0659532118748
2020-04-01,SLV_13,21.86164856106592
2020-07-01,SLV_13,22.00552722185007
2020-10-01,SLV_13,22.08135066737893
2021-01-01,SLV_13,22.11760037314362
2021-04-01,SLV_13,22.13371703156016
2021-07-01,SLV_13,22.14148091117109
2021-10-01,SLV_13,22.14829507263176
2022-01-01,SLV_13,22.15334732260656
2022-04-01,SLV_13,22.15125881805424
2022-07-01,SLV_13,22.1543495907871
2022-10-01,SLV_13,22.15214056499327
2023-01-01,SLV_13,
2023-04-01,SLV_13,
2023-07-01,SLV_13,
2023-10-01,SLV_13,
2024-01-01,SLV_13,
2024-04-01,SLV_13,
2024-07-01,SLV_13,
2024-10-01,SLV_13,
2025-01-01,SLV_13,
2025-04-01,SLV_13,
2025-07-01,SLV_13,
2012-01-01,SLV_14,21.29733079160845
2012-04-01,SLV_14,21.30502316135611
2012-07-01,SLV_14,21.30531259774132
2012-10-01,SLV_14,21.31622674608667
2013-01-01,SLV_14,21.31243689584869
2013-04-01,SLV_14,21.33681928524318
2013-07-01,SLV_14,21.35612690277584
2013-10-01,SLV_14,21.35735596141272
2014-01-01,SLV_14,21.35797492350874
2014-04-01,SLV_14,21.35854181700529
2014-07-01,SLV_14,21.35321448103018
2014-10-01,SLV_14,21.35319155454879
2015-01-01,SLV_14,21.38306084539407
2015-04-01,SLV_14,21.38396034853482
2015-07-01,SLV_14,21.41951970778261
2015-10-01,SLV_14,21.44646116047382
2016-01-01,SLV_14,21.47022918350108
2016-04-01,SLV_14,21.52696211414662
2016-07-01,SLV_14,21.54232205460198
2016-10-01,SLV_14,21.55748022965024
2017-01-01,SLV_14,21.5572305766435
2017-04-01,SLV_14,21.57274089293334
2017-07-01,SLV_14,21.57592936292962
2017-10-01,SLV_14,21.58508355408639
2018-01-01,SLV_14,21.58292040473542
2018-04-01,SLV_14,21.59460574366339
2018-07-01,SLV_14,21.60439912571572
2018-10-01,SLV_14,21.61583431494773
2019-01-01,SLV_14,21.63761946891624
2019-04-01,SLV_14,21.65468555817468
2019-07-01,SLV_14,21.66869037883346
2019-10-01,SLV_14,21.67428330415953
2020-01-01,SLV_14,21.64788785810504
2020-04-01,SLV_14,21.43823687189948
2020-07-01,SLV_14,21.58009097856269
2020-10-01,SLV_14,21.65487721825765
2021-01-01,SLV_14,21.69087296691173
2021-04-01,SLV_14,21.70803942317801
2021-07-01,SLV_14,21.71823108673963
2021-10-01,SLV_14,21.72889403264153
2022-01-01,SLV_14,21.73918291002671
2022-04-01,SLV_14,21.74097849220222
2022-07-01,SLV_14,21.74659172899778
2022-10-01,SLV_14,21.74562415853043
2023-01-01,SLV_14,
2023-04-01,SLV_14,
2023-07-01,SLV_14,
2023-10-01,SLV_14,
2024-01-01,SLV_14,
2024-04-01,SLV_14,
2024-07-01,SLV_14,
2024-10-01,SLV_14,
2025-01-01,SLV_14,
2025-04-01,SLV_14,
2025-07-01,SLV_14,
2012-01-01,SLV_2,20.47616645606967
2012-04-01,SLV_2,20.47266938321312
