datetime,GID_1,viirs_bm_sum_departamento
2020-10-01,SLV_10,9.89072187595596
2021-01-01,SLV_10,10.00106742734572
2021-04-01,SLV_10,9.294611541831866
2021-07-01,SLV_10,9.869067592975851
2021-10-01,SLV_10,9.977178424667136
2022-01-01,SLV_10,10.04266873167839
2022-04-01,SLV_10,6.987141085272215
2022-07-01,SLV_10,8.545169171583494
2022-10-01,SLV_10,10.03174310491272
2023-01-01,SLV_10,10.07083053574786
2023-04-01,SLV_10,9.97682347986181
2023-07-01,SLV_10,9.90540435605488
2023-10-01,SLV_10,10.11183446199838
2024-01-01,SLV_10,10.1757899083233
2024-04-01,SLV_10,6.864509511318261
2024-07-01,SLV_10,9.965528607974516
2024-10-01,SLV_10,10.1440544880762
2025-01-01,SLV_10,10.24807298107308
2025-04-01,SLV_10,10.07546620929732
2025-07-01,SLV_10,9.976147814222466
2012-01-01,SLV_11,7.531391836793884
2012-04-01,SLV_11,8.14923373266965
2012-07-01,SLV_11,7.111200007057482
2012-10-01,SLV_11,7.163087709652601
2013-01-01,SLV_11,7.213765387047866
2013-04-01,SLV_11,7.832645615366835
2013-07-01,SLV_11,7.577494203428214
2013-10-01,SLV_11,7.098254835536089
2014-01-01,SLV_11,7.717533760233989
2014-04-01,SLV_11,7.393452386645754
2014-07-01,SLV_11,6.923881420739034
2014-10-01,SLV_11,7.089739125051772
2015-01-01,SLV_11,7.385618191699589
2015-04-01,SLV_11,7.587776494637859
2015-07-01,SLV_11,6.350668172368198
2015-10-01,SLV_11,7.107669740380036
2016-01-01,SLV_11,7.20260496927053
2016-04-01,SLV_11,6.782696422776181
2016-07-01,SLV_11,7.446366548270367
2016-10-01,SLV_11,7.037097432857462
2017-01-01,SLV_11,7.445394352504414
2017-04-01,SLV_11,7.766857047864986
2017-07-01,SLV_11,7.339199209476417
2017-10-01,SLV_11,7.216021236218053
2018-01-01,SLV_11,7.538638459088682
2018-04-01,SLV_11,7.066589056848602
2018-07-01,SLV_11,5.604908900845897
2018-10-01,SLV_11,7.254894334559351
2019-01-01,SLV_11,7.574636413015081
2019-04-01,SLV_11,6.980817477185847
2019-07-01,SLV_11,7.734993914221521
2019-10-01,SLV_11,7.194079020632722
2020-01-01,SLV_11,7.513817673183405
2020-04-01,SLV_11,7.128928994003116
2020-07-01,SLV_11,7.584023048392134
2020-10-01,SLV_11,7.299033487342371
2021-01-01,SLV_11,7.495985141494133
2021-04-01,SLV_11,7.065337934931096
2021-07-01,SLV_11,7.332120066269042
2021-10-01,SLV_11,7.580605064547179
2022-01-01,SLV_11,7.885577023173768
2022-04-01,SLV_11,7.267728952927521
2022-07-01,SLV_11,7.40798089885185
2022-10-01,SLV_11,7.858957969281346
2023-01-01,SLV_11,8.413937128382349
2023-04-01,SLV_11,8.17946242910582
2023-07-01,SLV_11,8.116826289717572
2023-10-01,SLV_11,8.11235981152
2024-01-01,SLV_11,8.370685973284797
2024-04-01,SLV_11,6.631123629357472
2024-07-01,SLV_11,8.520088249746285
2024-10-01,SLV_11,8.106072194365773
2025-01-01,SLV_11,8.367596711758193
2025-04-01,SLV_11,7.718917356431978
2025-07-01,SLV_11,8.029060557118704
2012-01-01,SLV_12,8.946681147847398
2012-04-01,SLV_12,9.07928380342085
2012-07-01,SLV_12,8.205734550869801
2012-10-01,SLV_12,8.581842658424367
2013-01-01,SLV_12,8.697607476339371
2013-04-01,SLV_12,7.579752291594249
2013-07-01,SLV_12,8.992217579415877
2013-10-01,SLV_12,8.519100311496844
2014-01-01,SLV_12,8.780134953846364
2014-04-01,SLV_12,8.673945095771915
2014-07-01,SLV_12,8.127752296816302
2014-10-01,SLV_12,8.55959255526406
2015-01-01,SLV_12,8.674518237869005
2015-04-01,SLV_12,8.99343192686264
2015-07-01,SLV_12,7.455343208023537
2015-10-01,SLV_12,8.574335526403782
2016-01-01,SLV_12,8.486185424651673
2016-04-01,SLV_12,8.220887279437154
2016-07-01,SLV_12,8.373754667304704
2016-10-01,SLV_12,8.494556744986342
2017-01-01,SLV_12,8.69311715487046
2017-04-01,SLV_12,7.496762798412524
2017-07-01,SLV_12,8.631609414428656
2017-10-01,SLV_12,8.640973790623885
2018-01-01,SLV_12,8.797159589814694
2018-04-01,SLV_12,8.51137226700552
2018-07-01,SLV_12,8.444142164915045
2018-10-01,SLV_12,8.624236318852716
2019-01-01,SLV_12,8.70816136500551
2019-04-01,SLV_12,8.298861328854235
2019-07-01,SLV_12,8.854372242554103
2019-10-01,SLV_12,8.605833916175698
2020-01-01,SLV_12,8.718015248281827
2020-04-01,SLV_12,8.614211170554183
2020-07-01,SLV_12,8.69794459945338
2020-10-01,SLV_12,8.556472758085802
2021-01-01,SLV_12,8.822397732242397
2021-04-01,SLV_12,8.525534140790748
2021-07-01,SLV_12,8.624542792519001
2021-10-01,SLV_12,8.835778509141656
2022-01-01,SLV_12,8.973678843452713
2022-04-01,SLV_12,6.593121784126297
2022-07-01,SLV_12,8.950145622309446
2022-10-01,SLV_12,8.954050873498183
2023-01-01,SLV_12,9.277795337031707
2023-04-01,SLV_12,9.318282049299784
2023-07-01,SLV_12,8.925696147678657
2023-10-01,SLV_12,9.0187795035374
2024-01-01,SLV_12,9.289683219257267
2024-04-01,SLV_12,6.443858117931393
2024-07-01,SLV_12,9.203384270104136
2024-10-01,SLV_12,9.072015491539807
2025-01-01,SLV_12,9.290649449613134
2025-04-01,SLV_12,8.671050969354512
2025-07-01,SLV_12,9.0702156388346
2012-01-01,SLV_13,8.65231059559873
2012-04-01,SLV_13,8.68349909437456
2012-07-01,SLV_13,8.391476806226672
2012-10-01,SLV_13,8.238547837478746
2013-01-01,SLV_13,8.446184901230435
2013-04-01,SLV_13,8.25190001054937
2013-07-01,SLV_13,8.225117306062845
2013-10-01,SLV_13,8.14951881290575
2014-01-01,SLV_13,8.53424540413552
2014-04-01,SLV_13,8.354475766227518
2014-07-01,SLV_13,7.309141068256182
2014-10-01,SLV_13,8.292074418222029
2015-01-01,SLV_13,8.487517366103376
2015-04-01,SLV_13,8.55021551163921
2015-07-01,SLV_13,6.767657967652983
2015-10-01,SLV_13,8.226351667027982
2016-01-01,SLV_13,8.33695671091171
2016-04-01,SLV_13,7.694117258458419
2016-07-01,SLV_13,8.30949726832227
2016-10-01,SLV_13,8.131279852699096
2017-01-01,SLV_13,8.383027929993467
2017-04-01,SLV_13,6.86476587532491
2017-07-01,SLV_13,8.460927420474484
2017-10-01,SLV_13,8.304932693037314
2018-01-01,SLV_13,8.585226534199347
2018-04-01,SLV_13,8.32165630926237
2018-07-01,SLV_13,8.01155862547214
2018-10-01,SLV_13,8.285508536826828
2019-01-01,SLV_13,8.41719165108132
2019-04-01,SLV_13,7.993295865873423
2019-07-01,SLV_13,8.314252893725547
2019-10-01,SLV_13,8.284459912239116
2020-01-01,SLV_13,8.437659682665778
2020-04-01,SLV_13,8.301732862459101
2020-07-01,SLV_13,8.300713091965063
2020-10-01,SLV_13,8.229706522219384
2021-01-01,SLV_13,8.46097564795383
2021-04-01,SLV_13,8.349260664243706
2021-07-01,SLV_13,8.54575652118697
2021-10-01,SLV_13,8.548468892542596
2022-01-01,SLV_13,8.752788854786354
2022-04-01,SLV_13,7.127120702983839
2022-07-01,SLV_13,8.542761859609987
2022-10-01,SLV_13,8.745413921083331
2023-01-01,SLV_13,9.015220134559913
2023-04-01,SLV_13,8.878317878876281
2023-07-01,SLV_13,8.737614794790504
2023-10-01,SLV_13,8.941375313322235
2024-01-01,SLV_13,9.05834722589601
2024-04-01,SLV_13,5.788920730109844
2024-07-01,SLV_13,8.99420958888424
2024-10-01,SLV_13,8.853657867202251
2025-01-01,SLV_13,9.043232379418194
2025-04-01,SLV_13,8.59910884257547
2025-07-01,SLV_13,8.707481993223164
2012-01-01,SLV_14,8.179577888940928
2012-04-01,SLV_14,8.739924776632732
2012-07-01,SLV_14,7.348671623216837
2012-10-01,SLV_14,7.689207341830125
2013-01-01,SLV_14,7.715603941752484
2013-04-01,SLV_14,8.386015061681277
2013-07-01,SLV_14,7.880466299445272
2013-10-01,SLV_14,7.611915280287375
2014-01-01,SLV_14,8.045867210033904
2014-04-01,SLV_14,7.923462350858196
2014-07-01,SLV_14,8.239232484605775
2014-10-01,SLV_14,7.637036298999156
2015-01-01,SLV_14,7.955218281727077
2015-04-01,SLV_14,8.088007722064264
2015-07-01,SLV_14,7.154502551601679
2015-10-01,SLV_14,7.616439446449299
2016-01-01,SLV_14,7.905352620593344
2016-04-01,SLV_14,7.01400484272901
2016-07-01,SLV_14,7.533003011692414
2016-10-01,SLV_14,7.48694567283921
2017-01-01,SLV_14,7.868982513663238
2017-04-01,SLV_14,8.181041409020217
2017-07-01,SLV_14,7.991051972033022
2017-10-01,SLV_14,7.659202919336857
2018-01-01,SLV_14,8.029662266845412
2018-04-01,SLV_14,7.703095194683285
2018-07-01,SLV_14,7.244550902410287
2018-10-01,SLV_14,7.707703108831086
2019-01-01,SLV_14,7.969885693057132
2019-04-01,SLV_14,7.471270148116194
2019-07-01,SLV_14,7.991383965860548
2019-10-01,SLV_14,7.626028647971096
2020-01-01,SLV_14,7.921286311506431
2020-04-01,SLV_14,7.583890185650526
2020-07-01,SLV_14,7.970519540017325
2020-10-01,SLV_14,7.652098736858765
2021-01-01,SLV_14,7.766611857045981
2021-04-01,SLV_14,7.656612127482413
2021-07-01,SLV_14,7.668509685293229
2021-10-01,SLV_14,7.836752241421828
2022-01-01,SLV_14,8.245540342564835
2022-04-01,SLV_14,8.055328757445578
2022-07-01,SLV_14,8.216667097574412
2022-10-01,SLV_14,8.0674869375624
2023-01-01,SLV_14,8.731107211976415
2023-04-01,SLV_14,8.726057898318132
2023-07-01,SLV_14,8.79767689806109
2023-10-01,SLV_14,8.28115366211352
2024-01-01,SLV_14,8.563996057674888
2024-04-01,SLV_14,7.590142578012088
2024-07-01,SLV_14,8.686263083589846
2024-10-01,SLV_14,8.127674363068998
2025-01-01,SLV_14,8.29812974465275
2025-04-01,SLV_14,7.615325793835981
2025-07-01,SLV_14,8.024271961306248
2012-01-01,SLV_2,7.102800327179803
2012-04-01,SLV_2,7.908646922725056
2012-07-01,SLV_2,6.706775341369914
2012-10-01,SLV_2,6.745446814266056
2013-01-01,SLV_2,6.769839064857226
2013-04-01,SLV_2,7.628997971259321
2013-07-01,SLV_2,7.22737811470538
2013-10-01,SLV_2,6.747295458218742
2014-01-01,SLV_2,7.085972130532139
2014-04-01,SLV_2,6.949648333935791
2014-07-01,SLV_2,5.991252712712917
2014-10-01,SLV_2,6.6940958765929
2015-01-01,SLV_2,6.93154067523077
2015-04-01,SLV_2,7.300058214491846
2015-07-01,SLV_2,6.536849278489811
2015-10-01,SLV_2,6.689270123761212
2016-01-01,SLV_2,6.867517682372323
2016-04-01,SLV_2,6.370671613006465
2016-07-01,SLV_2,7.21377996690354
2016-10-01,SLV_2,6.763501986777515
2017-01-01,SLV_2,6.956584078873906
2017-04-01,SLV_2,7.235612092148519
2017-07-01,SLV_2,7.63028604769552
2017-10-01,SLV_2,6.77097042532963
2018-01-01,SLV_2,7.011225816625664
2018-04-01,SLV_2,6.695974967787164
2018-07-01,SLV_2,6.822048497587362
2018-10-01,SLV_2,6.778934194005181
2019-01-01,SLV_2,6.936200007685003
2019-04-01,SLV_2,6.516117357731202
2019-07-01,SLV_2,7.039515643501735
2019-10-01,SLV_2,6.613086266861584
2020-01-01,SLV_2,6.890663541466377
2020-04-01,SLV_2,6.590489926810985
2020-07-01,SLV_2,6.804514253679874
2020-10-01,SLV_2,6.568084252505674
2021-01-01,SLV_2,6.853744929932713
2021-04-01,SLV_2,6.709100743722195
2021-07-01,SLV_2,6.514509695527056
2021-10-01,SLV_2,6.845821743193459
2022-01-01,SLV_2,7.138584555099693
2022-04-01,SLV_2,7.037437945079811
2022-07-01,SLV_2,7.367705403088035
2022-10-01,SLV_2,7.064601683350074
2023-01-01,SLV_2,7.744677371444631
2023-04-01,SLV_2,7.650861444571078
2023-07-01,SLV_2,7.850717941258416
2023-10-01,SLV_2,7.129695394398739
2024-01-01,SLV_2,7.493350724540355
2024-04-01,SLV_2,2.466129235199735
2024-07-01,SLV_2,7.513391209710299
2024-10-01,SLV_2,6.947138300177248
2025-01-01,SLV_2,7.274718683925532
2025-04-01,SLV_2,6.553956388314597
2025-07-01,SLV_2,7.166410287277036
2012-01-01,SLV_3,7.791367902315273
2012-04-01,SLV_3,8.321781307483585
2012-07-01,SLV_3,6.758462171303045
2012-10-01,SLV_3,6.939672149136031
2013-01-01,SLV_3,7.183073001422907
2013-04-01,SLV_3,7.563577127264864
2013-07-01,SLV_3,7.747186055103589
2013-10-01,SLV_3,6.880362929419392
2014-01-01,SLV_3,7.352927003910531
2014-04-01,SLV_3,7.246495466120552
2014-07-01,SLV_3,6.637567646156797
2014-10-01,SLV_3,6.907399549915099
2015-01-01,SLV_3,7.219960400166526
2015-04-01,SLV_3,7.712009141312405
2015-07-01,SLV_3,6.289746459571485
2015-10-01,SLV_3,7.013576060529445
2016-01-01,SLV_3,7.147672236065922
2016-04-01,SLV_3,6.844629889837141
2016-07-01,SLV_3,7.494026278327407
2016-10-01,SLV_3,6.874815557973131
2017-01-01,SLV_3,7.155658122874341
2017-04-01,SLV_3,7.537398016340404
2017-07-01,SLV_3,7.777233579989501
2017-10-01,SLV_3,7.088762333061664
2018-01-01,SLV_3,7.405432077841626
2018-04-01,SLV_3,7.24980761818437
2018-07-01,SLV_3,7.315981925477043
2018-10-01,SLV_3,6.989304906038957
2019-01-01,SLV_3,7.140834014039116
2019-04-01,SLV_3,6.441245063531391
2019-07-01,SLV_3,7.677945810303297
2019-10-01,SLV_3,6.884496944802948
2020-01-01,SLV_3,7.149406905133001
2020-04-01,SLV_3,6.920301586251158
2020-07-01,SLV_3,7.376641126294906
2020-10-01,SLV_3,6.829313099688383
2021-01-01,SLV_3,7.100485571357623
2021-04-01,SLV_3,7.278554922904803
2021-07-01,SLV_3,6.710264816867564
2021-10-01,SLV_3,7.109691695927225
2022-01-01,SLV_3,7.518899974445779
2022-04-01,SLV_3,7.296362225081647
2022-07-01,SLV_3,7.470475251230182
2022-10-01,SLV_3,7.583483708221664
2023-01-01,SLV_3,8.140090623098223
2023-04-01,SLV_3,8.418027474996245
2023-07-01,SLV_3,8.291860241409374
2023-10-01,SLV_3,7.637858518607001
2024-01-01,SLV_3,8.16504947530768
2024-04-01,SLV_3,5.494078440103672
2024-07-01,SLV_3,7.916306045121961
2024-10-01,SLV_3,7.493078058977672
2025-01-01,SLV_3,7.961518018792394
2025-04-01,SLV_3,7.138240491377056
2025-07-01,SLV_3,7.268781954261211
2012-01-01,SLV_4,7.574686310401633
2012-04-01,SLV_4,7.885640434304838
2012-07-01,SLV_4,7.057446682412891
2012-10-01,SLV_4,7.046308788662859
2013-01-01,SLV_4,7.20083781204667
2013-04-01,SLV_4,7.751988652621397
2013-07-01,SLV_4,7.566712640477361
2013-10-01,SLV_4,6.987888832093727
2014-01-01,SLV_4,7.675050061315081
2014-04-01,SLV_4,7.30123219495121
2014-07-01,SLV_4,5.182135116711209
2014-10-01,SLV_4,7.114537155462567
2015-01-01,SLV_4,7.509875275863605
2015-04-01,SLV_4,7.671858247745894
2015-07-01,SLV_4,6.16301993127064
2015-10-01,SLV_4,7.153251332298539
2016-01-01,SLV_4,7.464382665625997
2016-04-01,SLV_4,6.69614278446575
2016-07-01,SLV_4,7.460922661328731
2016-10-01,SLV_4,7.160187482568616
2017-01-01,SLV_4,7.448712036567772
2017-04-01,SLV_4,7.552463005681185
2017-07-01,SLV_4,7.763834648637238
2017-10-01,SLV_4,7.266926468836651
2018-01-01,SLV_4,7.627789055352913
2018-04-01,SLV_4,7.089417949584534
2018-07-01,SLV_4,7.089893168481237
2018-10-01,SLV_4,7.233471231544119
2019-01-01,SLV_4,7.600629746725892
2019-04-01,SLV_4,7.12131397971477
2019-07-01,SLV_4,7.978787387671667
2019-10-01,SLV_4,7.23388828436795
2020-01-01,SLV_4,7.53019418751551
2020-04-01,SLV_4,7.26105826223591
2020-07-01,SLV_4,7.440154975893845
2020-10-01,SLV_4,7.209591644051127
2021-01-01,SLV_4,7.598032515543145
2021-04-01,SLV_4,7.385518638176682
2021-07-01,SLV_4,7.264150104660422
2021-10-01,SLV_4,7.63295502341177
2022-01-01,SLV_4,7.914678669428193
2022-04-01,SLV_4,7.198790792354139
2022-07-01,SLV_4,7.503759143559927
2022-10-01,SLV_4,7.847508453087819
2023-01-01,SLV_4,8.112363022039288
2023-04-01,SLV_4,8.07136456933604
2023-07-01,SLV_4,7.970037967966274
2023-10-01,SLV_4,7.86533775792532
2024-01-01,SLV_4,8.123780646610747
2024-04-01,SLV_4,3.303983873769785
2024-07-01,SLV_4,7.922028382957778
2024-10-01,SLV_4,7.729772758864574
2025-01-01,SLV_4,8.045706211554116
2025-04-01,SLV_4,7.208513262680611
2025-07-01,SLV_4,7.650397506239051
2012-01-01,SLV_5,9.43987550641417
2012-04-01,SLV_5,9.460737449065139
2012-07-01,SLV_5,9.234041996675167
2012-10-01,SLV_5,9.289705814688391
2013-01-01,SLV_5,9.378265042599955
2013-04-01,SLV_5,8.942731728989141
2013-07-01,SLV_5,9.319800151700761
2013-10-01,SLV_5,9.292986427691881
2014-01-01,SLV_5,9.478533503096608
2014-04-01,SLV_5,9.190935220505141
2014-07-01,SLV_5,8.009144540342193
2014-10-01,SLV_5,9.30363755627087
2015-01-01,SLV_5,9.433177266287727
2015-04-01,SLV_5,9.450408150374894
2015-07-01,SLV_5,7.581152949285809
2015-10-01,SLV_5,9.306677492111096
2016-01-01,SLV_5,9.38479948059948
2016-04-01,SLV_5,9.020436828698797
2016-07-01,SLV_5,9.259493603034906
2016-10-01,SLV_5,9.264670921899903
2017-01-01,SLV_5,9.39462390001882
2017-04-01,SLV_5,9.618740220181381
2017-07-01,SLV_5,9.21466826483971
2017-10-01,SLV_5,9.341489489190016
2018-01-01,SLV_5,9.496664678708079
2018-04-01,SLV_5,9.164306162259846
2018-07-01,SLV_5,9.190881282224403
2018-10-01,SLV_5,9.334755856993048
2019-01-01,SLV_5,9.410289471798803
2019-04-01,SLV_5,9.153758665940332
2019-07-01,SLV_5,9.500163045528277
2019-10-01,SLV_5,9.332139313066117
2020-01-01,SLV_5,9.383641962511328
2020-04-01,SLV_5,9.271744040543252
2020-07-01,SLV_5,9.231638963276712
2020-10-01,SLV_5,9.275247869899859
2021-01-01,SLV_5,9.469342210952375
2021-04-01,SLV_5,8.465870567342568
2021-07-01,SLV_5,9.283519524076077
2021-10-01,SLV_5,9.49698873383734
2022-01-01,SLV_5,9.598308404642555
2022-04-01,SLV_5,6.80001618547936
2022-07-01,SLV_5,8.926702911573296
2022-10-01,SLV_5,9.582774793604115
2023-01-01,SLV_5,9.70583821245751
2023-04-01,SLV_5,9.68147847917643
2023-07-01,SLV_5,9.597061926263978
2023-10-01,SLV_5,9.632045051374964
2024-01-01,SLV_5,9.811260708391945
2024-04-01,SLV_5,4.889183393774607
2024-07-01,SLV_5,9.679299118513914
2024-10-01,SLV_5,9.712567673405216
2025-01-01,SLV_5,9.851877414212769
2025-04-01,SLV_5,9.585509273409139
2025-07-01,SLV_5,9.648074960409058
2012-01-01,SLV_6,8.55040013874407
2012-04-01,SLV_6,8.703684762197302
2012-07-01,SLV_6,8.108781152800425
2012-10-01,SLV_6,8.132170086385232
2013-01-01,SLV_6,8.256319848541215
2013-04-01,SLV_6,7.87474702868248
2013-07-01,SLV_6,8.247864470311878
2013-10-01,SLV_6,8.066691795173398
2014-01-01,SLV_6,8.598265666601913
2014-04-01,SLV_6,8.26409059280385
2014-07-01,SLV_6,5.75898048896008
2014-10-01,SLV_6,8.095714459891154
2015-01-01,SLV_6,8.495900267175402
2015-04-01,SLV_6,8.587896252581686
2015-07-01,SLV_6,7.175983219712463
2015-10-01,SLV_6,8.12838463588157
2016-01-01,SLV_6,8.383666481389765
2016-04-01,SLV_6,7.978279026212846
2016-07-01,SLV_6,8.355283781361521
2016-10-01,SLV_6,7.999823445975536
2017-01-01,SLV_6,8.406879124898621
2017-04-01,SLV_6,8.480626250921329
2017-07-01,SLV_6,8.234500927110055
2017-10-01,SLV_6,8.13835495850701
2018-01-01,SLV_6,8.527368657341594
2018-04-01,SLV_6,8.098600634083983
2018-07-01,SLV_6,8.090060738516671
2018-10-01,SLV_6,8.154677926188716
2019-01-01,SLV_6,8.485524809520767
2019-04-01,SLV_6,8.017351976245509
2019-07-01,SLV_6,8.461434881446124
2019-10-01,SLV_6,8.24937408198077
2020-01-01,SLV_6,8.512234368839687
2020-04-01,SLV_6,8.292741376939718
2020-07-01,SLV_6,8.448117832984515
2020-10-01,SLV_6,8.1784538932265
2021-01-01,SLV_6,8.458457205757481
2021-04-01,SLV_6,7.511953838882954
2021-07-01,SLV_6,8.362172174713915
2021-10-01,SLV_6,8.468596487264914
2022-01-01,SLV_6,8.775422986092822
2022-04-01,SLV_6,8.179317860014491
2022-07-01,SLV_6,7.513263207725378
2022-10-01,SLV_6,8.696622988679666
2023-01-01,SLV_6,8.969328544370393
2023-04-01,SLV_6,8.788932485824333
2023-07-01,SLV_6,8.462225839248916
2023-10-01,SLV_6,8.791551567111778
2024-01-01,SLV_6,9.028326309269083
2024-04-01,SLV_6,5.687541711610479
2024-07-01,SLV_6,8.867613384038671
2024-10-01,SLV_6,8.750829173279044
2025-01-01,SLV_6,8.99136879135266
2025-04-01,SLV_6,8.47029906703336
2025-07-01,SLV_6,8.781942875469126
2012-01-01,SLV_7,7.745296144843997
2012-04-01,SLV_7,8.301891984812361
2012-07-01,SLV_7,7.064959635171009
2012-10-01,SLV_7,7.218795509996302
2013-01-01,SLV_7,7.305913202416462
2013-04-01,SLV_7,7.393715909766804
2013-07-01,SLV_7,6.915636865884363
2013-10-01,SLV_7,7.062636454711996
2014-01-01,SLV_7,7.383992067547899
2014-04-01,SLV_7,7.28205955322505
2014-07-01,SLV_7,8.35504255362142
2014-10-01,SLV_7,7.112055120403587
2015-01-01,SLV_7,7.331342519830768
2015-04-01,SLV_7,8.064520628833503
2015-07-01,SLV_7,7.258907697771805
2015-10-01,SLV_7,7.024574733208433
2016-01-01,SLV_7,7.360916410670929
2016-04-01,SLV_7,6.603757244980491
2016-07-01,SLV_7,7.706884613131358
2016-10-01,SLV_7,7.093899004890477
2017-01-01,SLV_7,7.32245692909049
2017-04-01,SLV_7,7.696042785686221
2017-07-01,SLV_7,7.250079484236409
2017-10-01,SLV_7,7.275340986042258
2018-01-01,SLV_7,7.56332061789203
2018-04-01,SLV_7,6.894363390416422
2018-07-01,SLV_7,7.100829890688133
2018-10-01,SLV_7,7.214919307143036
2019-01-01,SLV_7,7.630776117553893
2019-04-01,SLV_7,7.295903273990048
2019-07-01,SLV_7,7.715220512818649
2019-10-01,SLV_7,7.270617356783862
2020-01-01,SLV_7,7.584452431543808
2020-04-01,SLV_7,7.231690162401135
2020-07-01,SLV_7,7.404089455861978
2020-10-01,SLV_7,7.306561984255209
2021-01-01,SLV_7,7.575687920717466
2021-04-01,SLV_7,7.471769388441767
2021-07-01,SLV_7,7.329857156929274
2021-10-01,SLV_7,7.557971558114323
2022-01-01,SLV_7,8.081699894978417
2022-04-01,SLV_7,7.48325156951915
2022-07-01,SLV_7,7.005714717226351
2022-10-01,SLV_7,7.727316214745398
2023-01-01,SLV_7,8.808685797893995
2023-04-01,SLV_7,8.580785812292739
2023-07-01,SLV_7,8.764819025516553
2023-10-01,SLV_7,8.122136100623704
2024-01-01,SLV_7,8.41770992018912
2024-04-01,SLV_7,5.458834108125916
2024-07-01,SLV_7,8.24001744231582
2024-10-01,SLV_7,7.682212642869561
2025-01-01,SLV_7,8.163796924354697
2025-04-01,SLV_7,7.46140338177687
2025-07-01,SLV_7,7.725161872410792
2012-01-01,SLV_8,6.850731786082608
2012-04-01,SLV_8,8.098289483009916
2012-07-01,SLV_8,5.909359888670472
2012-10-01,SLV_8,6.104124014653759
