datetime,GID_1,poblacion_departamento
2022-10-01,SLV_11,173295.17401123047
2023-01-01,SLV_11,173500.68383789062
2023-04-01,SLV_11,173698.10522460938
2023-07-01,SLV_11,173895.52661132812
2023-10-01,SLV_11,174092.94799804688
2024-01-01,SLV_11,174290.36938476562
2024-04-01,SLV_11,174485.66595458984
2024-07-01,SLV_11,174680.96252441406
2024-10-01,SLV_11,174876.25909423828
2025-01-01,SLV_11,175071.5556640625
2025-04-01,SLV_11,175251.60638427734
2025-07-01,SLV_11,175431.6571044922
2025-10-01,SLV_11,175611.70782470703
2026-01-01,SLV_11,175791.75854492188
2026-04-01,SLV_11,175965.58502197266
2026-07-01,SLV_11,176139.41149902344
2026-10-01,SLV_11,176313.23797607422
2027-01-01,SLV_11,176487.064453125
2027-04-01,SLV_11,176659.35723876953
2027-07-01,SLV_11,176831.65002441406
2027-10-01,SLV_11,177003.9428100586
2028-01-01,SLV_11,177176.23559570312
2028-04-01,SLV_11,177340.31243896484
2028-07-01,SLV_11,177504.38928222656
2028-10-01,SLV_11,177668.46612548828
2029-01-01,SLV_11,177832.54296875
2029-04-01,SLV_11,177990.85595703125
2029-07-01,SLV_11,178149.1689453125
2029-10-01,SLV_11,178307.48193359375
2030-01-01,SLV_11,178465.794921875
2030-04-01,SLV_11,248496.09619140625
2030-07-01,SLV_11,318526.3974609375
2030-10-01,SLV_11,388556.6987304687
1992-01-01,SLV_12,458587.0
1992-04-01,SLV_12,459500.2660041477
1992-07-01,SLV_12,460413.5320082954
1992-10-01,SLV_12,461326.7980124431
1993-01-01,SLV_12,462240.0640165909
1993-04-01,SLV_12,463153.33002073865
1993-07-01,SLV_12,464066.5960248864
1993-10-01,SLV_12,464979.8620290341
1994-01-01,SLV_12,465893.1280331819
1994-04-01,SLV_12,466806.3940373296
1994-07-01,SLV_12,467719.66004147736
1994-10-01,SLV_12,468632.9260456251
1995-01-01,SLV_12,469546.1920497728
1995-04-01,SLV_12,470459.4580539205
1995-07-01,SLV_12,471372.7240580683
1995-10-01,SLV_12,472285.99006221606
1996-01-01,SLV_12,473199.25606636377
1996-04-01,SLV_12,474112.5220705115
1996-07-01,SLV_12,475025.7880746592
1996-10-01,SLV_12,475939.054078807
1997-01-01,SLV_12,476852.3200829547
1997-04-01,SLV_12,477765.5860871024
1997-07-01,SLV_12,478678.8520912502
1997-10-01,SLV_12,479592.118095398
1998-01-01,SLV_12,480505.38409954566
1998-04-01,SLV_12,481418.65010369336
1998-07-01,SLV_12,482331.9161078411
1998-10-01,SLV_12,483245.1821119889
1999-01-01,SLV_12,484158.4481161366
1999-04-01,SLV_12,485071.7141202843
1999-07-01,SLV_12,485984.98012443207
1999-10-01,SLV_12,486898.24612857983
2000-01-01,SLV_12,487811.51213272754
2000-04-01,SLV_12,488724.7781368753
2000-07-01,SLV_12,489638.0441410231
2000-10-01,SLV_12,490551.3101451708
2001-01-01,SLV_12,491464.57614931854
2001-04-01,SLV_12,492377.8421534663
2001-07-01,SLV_12,493291.108157614
2001-10-01,SLV_12,494204.3741617617
2002-01-01,SLV_12,495117.6401659095
2002-04-01,SLV_12,496030.9061700573
2002-07-01,SLV_12,496944.17217420496
2002-10-01,SLV_12,497857.4381783527
2003-01-01,SLV_12,498770.7041825004
2003-04-01,SLV_12,499683.9701866481
2003-07-01,SLV_12,500597.2361907959
2003-10-01,SLV_12,501510.5021949436
2004-01-01,SLV_12,502423.7681990913
2004-04-01,SLV_12,503337.0342032391
2004-07-01,SLV_12,504250.3002073869
2004-10-01,SLV_12,505163.56621153455
2005-01-01,SLV_12,506076.8322156823
2005-04-01,SLV_12,506990.0982198301
2005-07-01,SLV_12,507903.3642239778
2005-10-01,SLV_12,508816.6302281255
2006-01-01,SLV_12,509729.89623227326
2006-04-01,SLV_12,510643.162236421
2006-07-01,SLV_12,511556.4282405687
2006-10-01,SLV_12,512469.6942447165
2007-01-01,SLV_12,513382.96024886426
2007-04-01,SLV_12,514296.226253012
2007-07-01,SLV_12,515209.49225715967
2007-10-01,SLV_12,516122.7582613074
2008-01-01,SLV_12,517036.0242654552
2008-04-01,SLV_12,517949.2902696029
2008-07-01,SLV_12,518862.5562737506
2008-10-01,SLV_12,519775.8222778984
2009-01-01,SLV_12,520689.0882820461
2009-04-01,SLV_12,521602.35428619385
2009-07-01,SLV_12,522515.6202903416
2009-10-01,SLV_12,523428.88629448926
2010-01-01,SLV_12,524342.152298637
2010-04-01,SLV_12,525255.4183027847
2010-07-01,SLV_12,526168.6843069325
2010-10-01,SLV_12,527081.9503110803
2011-01-01,SLV_12,527995.216315228
2011-04-01,SLV_12,528908.4823193757
2011-07-01,SLV_12,529821.7483235234
2011-10-01,SLV_12,530735.0143276713
2012-01-01,SLV_12,531648.280331819
2012-04-01,SLV_12,532561.5463359667
2012-07-01,SLV_12,533474.8123401145
2012-10-01,SLV_12,534388.0783442622
2013-01-01,SLV_12,535301.3443484099
2013-04-01,SLV_12,536214.6103525576
2013-07-01,SLV_12,537127.8763567053
2013-10-01,SLV_12,538041.1423608531
2014-01-01,SLV_12,538954.4083650009
2014-04-01,SLV_12,539867.6743691486
2014-07-01,SLV_12,540780.9403732964
2014-10-01,SLV_12,541694.2063774441
2015-01-01,SLV_12,542607.4723815918
2015-04-01,SLV_12,543002.0003204346
2015-07-01,SLV_12,543396.5282592773
2015-10-01,SLV_12,543791.0561981201
2016-01-01,SLV_12,544185.5841369629
2016-04-01,SLV_12,544542.2364311218
2016-07-01,SLV_12,544898.8887252808
2016-10-01,SLV_12,545255.5410194397
2017-01-01,SLV_12,545612.1933135986
2017-04-01,SLV_12,545813.8878288269
2017-07-01,SLV_12,546015.5823440552
2017-10-01,SLV_12,546217.2768592834
2018-01-01,SLV_12,546418.9713745117
2018-04-01,SLV_12,546491.6478462219
2018-07-01,SLV_12,546564.3243179321
2018-10-01,SLV_12,546637.0007896423
2019-01-01,SLV_12,546709.6772613525
2019-04-01,SLV_12,546746.0432510376
2019-07-01,SLV_12,546782.4092407227
2019-10-01,SLV_12,546818.7752304077
2020-01-01,SLV_12,546855.1412200928
2020-04-01,SLV_12,547359.951877594
2020-07-01,SLV_12,547864.7625350952
2020-10-01,SLV_12,548369.5731925964
2021-01-01,SLV_12,548874.3838500977
2021-04-01,SLV_12,549294.7936401367
2021-07-01,SLV_12,549715.2034301758
2021-10-01,SLV_12,550135.6132202148
2022-01-01,SLV_12,550556.0230102539
2022-04-01,SLV_12,551211.7611846924
2022-07-01,SLV_12,551867.4993591309
2022-10-01,SLV_12,552523.2375335693
2023-01-01,SLV_12,553178.9757080078
2023-04-01,SLV_12,553809.1229820251
2023-07-01,SLV_12,554439.2702560425
2023-10-01,SLV_12,555069.4175300598
2024-01-01,SLV_12,555699.5648040771
2024-04-01,SLV_12,556322.6876335144
2024-07-01,SLV_12,556945.8104629517
2024-10-01,SLV_12,557568.9332923889
2025-01-01,SLV_12,558192.0561218262
2025-04-01,SLV_12,558766.9039001465
2025-07-01,SLV_12,559341.7516784668
2025-10-01,SLV_12,559916.5994567871
2026-01-01,SLV_12,560491.4472351074
2026-04-01,SLV_12,561046.2350158691
2026-07-01,SLV_12,561601.0227966309
2026-10-01,SLV_12,562155.8105773926
2027-01-01,SLV_12,562710.5983581543
2027-04-01,SLV_12,563260.6905059814
2027-07-01,SLV_12,563810.7826538086
2027-10-01,SLV_12,564360.8748016357
2028-01-01,SLV_12,564910.9669494629
2028-04-01,SLV_12,565435.1175041199
2028-07-01,SLV_12,565959.2680587769
2028-10-01,SLV_12,566483.4186134338
2029-01-01,SLV_12,567007.5691680908
2029-04-01,SLV_12,567513.172328949
2029-07-01,SLV_12,568018.7754898071
2029-10-01,SLV_12,568524.3786506653
2030-01-01,SLV_12,569029.9818115234
2030-04-01,SLV_12,516818.2363586426
2030-07-01,SLV_12,464606.4909057617
2030-10-01,SLV_12,412394.74545288086
1992-01-01,SLV_13,360183.0
1992-04-01,SLV_13,361631.9890136719
1992-07-01,SLV_13,363080.97802734375
1992-10-01,SLV_13,364529.9670410156
1993-01-01,SLV_13,365978.9560546875
1993-04-01,SLV_13,367427.9450683594
1993-07-01,SLV_13,368876.9340820313
1993-10-01,SLV_13,370325.9230957031
1994-01-01,SLV_13,371774.912109375
1994-04-01,SLV_13,373223.9011230469
1994-07-01,SLV_13,374672.8901367188
1994-10-01,SLV_13,376121.8791503906
1995-01-01,SLV_13,377570.8681640625
1995-04-01,SLV_13,379019.8571777344
1995-07-01,SLV_13,380468.8461914063
1995-10-01,SLV_13,381917.8352050781
1996-01-01,SLV_13,383366.82421875
1996-04-01,SLV_13,384815.8132324219
1996-07-01,SLV_13,386264.80224609375
1996-10-01,SLV_13,387713.7912597656
1997-01-01,SLV_13,389162.7802734375
1997-04-01,SLV_13,390611.7692871094
1997-07-01,SLV_13,392060.7583007813
1997-10-01,SLV_13,393509.7473144531
1998-01-01,SLV_13,394958.736328125
1998-04-01,SLV_13,396407.7253417969
1998-07-01,SLV_13,397856.7143554688
1998-10-01,SLV_13,399305.7033691406
1999-01-01,SLV_13,400754.6923828125
1999-04-01,SLV_13,402203.6813964844
1999-07-01,SLV_13,403652.67041015625
1999-10-01,SLV_13,405101.6594238281
2000-01-01,SLV_13,406550.6484375
2000-04-01,SLV_13,407999.6374511719
2000-07-01,SLV_13,409448.62646484375
2000-10-01,SLV_13,410897.6154785156
2001-01-01,SLV_13,412346.6044921875
2001-04-01,SLV_13,413795.5935058594
2001-07-01,SLV_13,415244.5825195313
